Numer okręgu,Siedziba OKW,Numer listy,Nazwa,Typ,Numer na liście,Nazwisko,Imiona,Płeć,Zawód,Miejscowość zamieszkania,Kod TERYT,Gmina miejsca zamieszkania,Przynależność do partii,Poparcie,Liczba głosów,Procent głosów oddanych na listę,Procent głosów oddanych w okręgu,Czy przyznano mandat
2,Bydgoszcz,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,10,ŁUKASZEWICZ,Olgierd Marian,Mężczyzna,aktor,Warszawa,146510,Śródmieście,nie należy do partii politycznej,,2302,"5,84","0,35",Nie
2,Bydgoszcz,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,1,SIKORSKI,Radosław Tomasz,Mężczyzna,politolog,Chobielin-Dwór,041005,gm. Szubin,członek partii politycznej: Platforma Obywatelska RP,,129339,"42,36","19,49",Tak
2,Bydgoszcz,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,2,ZEMKE,Janusz Władysław,Mężczyzna,prawnik,Warszawa,146516,Wilanów,członek partii politycznej: SLD,,53157,"17,41","8,01",Nie
2,Bydgoszcz,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,3,JĘDRZEJEWSKA,Aneta,Kobieta,pracownik samorządowy,Borek,040806,gm. Lipno,członek partii politycznej: PSL,,10728,"3,51","1,62",Nie
2,Bydgoszcz,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,4,KŁOPOTEK,Agnieszka Maria,Kobieta,inżynier zootechniki,Kołuda Wielka,040705,gm. Janikowo,członek partii politycznej: PSL,,8055,"2,64","1,21",Nie
2,Bydgoszcz,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,5,KOROLKO,Michał Przemysław,Mężczyzna,prawnik,Toruń,046301,m. Toruń,nie należy do partii politycznej,,11243,"3,68","1,69",Nie
2,Bydgoszcz,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,6,JANKOWSKI,Sylwester Tomasz,Mężczyzna,inżynier leśnictwa,Toruń,046301,m. Toruń,członek partii politycznej: Zieloni,,1423,"0,47","0,21",Nie
2,Bydgoszcz,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,7,ZARĘBSKA,Katarzyna Kamila,Kobieta,politolog,Włocławek,046401,m. Włocławek,członek partii politycznej: Platforma Obywatelska RP,,3003,"0,98","0,45",Nie
2,Bydgoszcz,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,8,OGONOWSKA,Edyta Renata,Kobieta,nauczyciel nauczania początkowego,Grudziądz,046201,m. Grudziądz,nie należy do partii politycznej,,2684,"0,88","0,40",Nie
2,Bydgoszcz,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,9,CZERSKA-THOMAS,Joanna Ewa,Kobieta,specjalista ds.marketingu i handlu,Bydgoszcz,046101,m. Bydgoszcz,członek partii politycznej: Nowoczesna,,1505,"0,49","0,23",Nie
2,Bydgoszcz,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,10,BREJZA,Krzysztof,Mężczyzna,prawnik,Inowrocław,040701,m. Inowrocław,członek partii politycznej: Platforma Obywatelska RP,,84225,"27,58","12,69",Nie
2,Bydgoszcz,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,1,ZŁOTOWSKI,Kosma Tadeusz,Mężczyzna,ekonomista,Bydgoszcz,046101,m. Bydgoszcz,członek partii politycznej: Prawo i Sprawiedliwość,,107113,"41,13","16,14",Tak
2,Bydgoszcz,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,2,LATOS,Tomasz Edward,Mężczyzna,lekarz,Bydgoszcz,046101,m. Bydgoszcz,członek partii politycznej: Prawo i Sprawiedliwość,,56490,"21,69","8,51",Nie
2,Bydgoszcz,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,3,PRZYBYLSKI,Przemysław Tomasz,Mężczyzna,nauczyciel akademicki - nauki humanistyczne,Toruń,046301,m. Toruń,członek partii politycznej: Prawo i Sprawiedliwość,,21802,"8,37","3,29",Nie
2,Bydgoszcz,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,4,BOROWIAK,Joanna Beata,Kobieta,nauczyciel akademicki - nauki humanistyczne,Włocławek,046401,m. Włocławek,członek partii politycznej: Prawo i Sprawiedliwość,,17365,"6,67","2,62",Nie
2,Bydgoszcz,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,5,GIRZYŃSKI,Zbigniew,Mężczyzna,nauczyciel akademicki - nauki humanistyczne,Toruń,046301,m. Toruń,nie należy do partii politycznej,,37199,"14,28","5,61",Nie
2,Bydgoszcz,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,6,KONIECZNA,Barbara Krystyna,Kobieta,technik chemik,Chełmno,040401,m. Chełmno,członek partii politycznej: Prawo i Sprawiedliwość,,5740,"2,20","0,86",Nie
2,Bydgoszcz,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,7,ŚRUBKOWSKA,Żaneta Katarzyna,Kobieta,ekonomista,Koronowo,040304,gm. Koronowo,członek partii politycznej: Prawo i Sprawiedliwość,,1690,"0,65","0,25",Nie
2,Bydgoszcz,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,8,STACHOWIAK,Ireneusz,Mężczyzna,politolog,Inowrocław,040701,m. Inowrocław,członek partii politycznej: Solidarna Polska,,3997,"1,53","0,60",Nie
2,Bydgoszcz,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,9,WROŃSKI,Marcin,Mężczyzna,inżynier rolnictwa,Inowrocław,040701,m. Inowrocław,członek partii politycznej: Porozumienie Jarosława Gowina,,4270,"1,64","0,64",Nie
2,Bydgoszcz,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,10,SZWED,Anna Bożena,Kobieta,pielęgniarka,Unisław,040407,gm. Unisław,członek partii politycznej: Prawo i Sprawiedliwość,,4742,"1,82","0,71",Nie
2,Bydgoszcz,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,1,MATYSIAK,Paulina,Kobieta,kierownik działu finansowego,Toruń,046301,m. Toruń,członek partii politycznej: Razem,,3421,"45,41","0,52",Nie
2,Bydgoszcz,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,2,WYSOCKI,Michał,Mężczyzna,kierownik lokalu gastronomicznego,Pakość,040707,gm. Pakość,członek partii politycznej: Razem,,1120,"14,87","0,17",Nie
2,Bydgoszcz,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,3,CHYŻEWSKA-PAWLIKOWSKA,Agata Anna,Kobieta,asystent prawny,Toruń,046301,m. Toruń,członek partii politycznej: RSS,,591,"7,85","0,09",Nie
2,Bydgoszcz,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,4,ROZPŁOCH,Marek Władysław,Mężczyzna,pracownik samorządowy,Toruń,046301,m. Toruń,członek partii politycznej: Razem,,302,"4,01","0,05",Nie
2,Bydgoszcz,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,5,SMOLAGA,Aleksandra Justyna,Kobieta,specjalista administracji publicznej,Bydgoszcz,046101,m. Bydgoszcz,członek partii politycznej: Razem,,469,"6,23","0,07",Nie
2,Bydgoszcz,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,6,KOŁODZIEJ,Paweł Krzysztof,Mężczyzna,kierowca autobusu,Kraków,126101,m. Kraków,członek partii politycznej: RSS,,459,"6,09","0,07",Nie
2,Bydgoszcz,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,7,EJANKOWSKA,Anna Marta,Kobieta,serwisant sprzętu komputerowego,Toruń,046301,m. Toruń,członek partii politycznej: Razem,,265,"3,52","0,04",Nie
2,Bydgoszcz,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,8,MAŁECKI,Krzysztof Michał,Mężczyzna,kierowca ciągnika siodłowego,Chodecz,041806,gm. Chodecz,członek partii politycznej: Razem,,393,"5,22","0,06",Nie
2,Bydgoszcz,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,9,CZERNIC,Katarzyna,Kobieta,nauczyciel języka polskiego,Toruń,046301,m. Toruń,członek partii politycznej: Razem,,229,"3,04","0,03",Nie
2,Bydgoszcz,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,10,EICHHORST,Artur,Mężczyzna,kulturoznawca,Toruń,046301,m. Toruń,członek partii politycznej: Razem,,284,"3,77","0,04",Nie
2,Bydgoszcz,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,1,SZRAMKA,Paweł,Mężczyzna,specjalista do spraw logistyki,Brodnica,040201,m. Brodnica,nie należy do partii politycznej,,15157,"58,99","2,28",Nie
2,Bydgoszcz,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,2,ŚMIGIELSKA,Klaudia,Kobieta,asystent osoby niepełnosprawnej,Bydgoszcz,046101,m. Bydgoszcz,nie należy do partii politycznej,,2631,"10,24","0,40",Nie
2,Bydgoszcz,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,3,KUSZYŃSKI,Marek,Mężczyzna,pracownik obsługi biurowej,Ciechocinek,040102,m. Ciechocinek,nie należy do partii politycznej,,1000,"3,89","0,15",Nie
2,Bydgoszcz,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,4,LEWANDOWSKI,Marek,Mężczyzna,elektryk,Sępólno Krajeńskie,041302,gm. Sępólno Krajeńskie,nie należy do partii politycznej,,1588,"6,18","0,24",Nie
2,Bydgoszcz,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,5,WIŚNIEWSKA,Joanna,Kobieta,kierownik projektu,Lublewo Gdańskie,220403,gm. Kolbudy,nie należy do partii politycznej,,1380,"5,37","0,21",Nie
2,Bydgoszcz,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,6,WILKOWSKI,Wojciech Sławomir,Mężczyzna,nauczyciel historii,Świecie,041409,gm. Świecie,członek partii politycznej: Unia Polityki Realnej,,500,"1,95","0,08",Nie
2,Bydgoszcz,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,7,PACZKOWSKA,Irena,Kobieta,nauczyciel akademicki - nauki ekonomiczne,Toruń,046301,m. Toruń,nie należy do partii politycznej,,899,"3,50","0,14",Nie
2,Bydgoszcz,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,8,BUDNIAK,Przemysław Andrzej,Mężczyzna,nauczyciel praktycznej nauki zawodu,Stawiska,040903,gm. Mogilno,nie należy do partii politycznej,,269,"1,05","0,04",Nie
2,Bydgoszcz,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,9,KOTULSKA,Barbara,Kobieta,nauczyciel biologii,Drzewianowo,041002,gm. Mrocza,nie należy do partii politycznej,,699,"2,72","0,11",Nie
2,Bydgoszcz,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,10,SKUTECKI,Paweł Juliusz,Mężczyzna,dziennikarz,Bydgoszcz,046101,m. Bydgoszcz,nie należy do partii politycznej,,1571,"6,11","0,24",Nie
3,Olsztyn,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,1,WINNICKI,Robert Artur,Mężczyzna,publicysta,Zgorzelec,022502,m. Zgorzelec,członek partii politycznej: Ruch Narodowy,,26248,"67,53","3,31",Nie
3,Olsztyn,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,2,LISIECKI,Piotr Cezary,Mężczyzna,przedsiębiorca,Naglady,281405,gm. Gietrzwałd,członek partii politycznej: Ruch Narodowy,,2328,"5,99","0,29",Nie
3,Olsztyn,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,3,MICHALEWICZ,Joanna,Kobieta,inspektor BHP,Giżycko,280601,m. Giżycko,nie należy do partii politycznej,,1595,"4,10","0,20",Nie
3,Olsztyn,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,4,STYPKA,Maciej,Mężczyzna,przedstawiciel handlowy,Białystok,206101,m. Białystok,nie należy do partii politycznej,,1813,"4,66","0,23",Nie
3,Olsztyn,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,5,MOSHECHKOVA,Lilija,Kobieta,prawnik,Warszawa,146506,Ochota,nie należy do partii politycznej,,492,"1,27","0,06",Nie
3,Olsztyn,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,6,GOŁĘBIEWSKA,Paulina,Kobieta,ekonomista,Olsztynek,281409,gm. Olsztynek,członek partii politycznej: Ruch Narodowy,,1324,"3,41","0,17",Nie
3,Olsztyn,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,7,GONTARSKA,Marzanna,Kobieta,kosmetyczka,Grajewo,200401,m. Grajewo,nie należy do partii politycznej,,761,"1,96","0,10",Nie
3,Olsztyn,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,8,WYRĘBEK,Andrzej Piotr,Mężczyzna,lekarz,Dobre Miasto,281403,gm. Dobre Miasto,nie należy do partii politycznej,,796,"2,05","0,10",Nie
3,Olsztyn,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,9,KIEŁCZEWSKI,Adam,Mężczyzna,inżynier mechaniki,Grajewo,200401,m. Grajewo,nie należy do partii politycznej,,980,"2,52","0,12",Nie
3,Olsztyn,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,10,SAWICKI,Marcin,Mężczyzna,przedsiębiorca,Białystok,206101,m. Białystok,nie należy do partii politycznej,,2529,"6,51","0,32",Nie
3,Olsztyn,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,1,FALEJ,Monika Walentyna,Kobieta,prawniczka,Olsztyn,286201,m. Olsztyn,członek partii politycznej: Wiosna Roberta Biedronia,,23870,"52,55","3,01",Nie
3,Olsztyn,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,2,GROMADZKI,Sławomir,Mężczyzna,rolnik przedsiębiorca,Stare Rakowo,200604,gm. Mały Płock,nie należy do partii politycznej,,2969,"6,54","0,37",Nie
3,Olsztyn,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,3,DZIK,Katarzyna Helena,Kobieta,przedsiębiorczyni,Iława,280701,m. Iława,członek partii politycznej: Wiosna Roberta Biedronia,,4341,"9,56","0,55",Nie
3,Olsztyn,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,4,KRUTUL,Paweł,Mężczyzna,przedsiębiorca,Białystok,206101,m. Białystok,nie należy do partii politycznej,,2220,"4,89","0,28",Nie
3,Olsztyn,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,5,OLKOWSKA,Małgorzata,Kobieta,menadżerka,Olsztyn,286201,m. Olsztyn,nie należy do partii politycznej,,1992,"4,39","0,25",Nie
3,Olsztyn,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,6,AMBROZIAK,Piotr Robert,Mężczyzna,urzędnik samorządowy,Olsztyn,286201,m. Olsztyn,nie należy do partii politycznej,,1756,"3,87","0,22",Nie
3,Olsztyn,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,7,FALKOWSKA,Agnieszka,Kobieta,finansistka,Dobre Miasto,281403,gm. Dobre Miasto,nie należy do partii politycznej,,2691,"5,92","0,34",Nie
3,Olsztyn,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,8,LEWCZUK,Tomasz,Mężczyzna,lekarz,Bielsk Podlaski,200301,m. Bielsk Podlaski,nie należy do partii politycznej,,2649,"5,83","0,33",Nie
3,Olsztyn,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,9,MURAWKO,Elżbieta,Kobieta,rencistka,Suwałki,206301,m. Suwałki,nie należy do partii politycznej,,1030,"2,27","0,13",Nie
3,Olsztyn,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,10,TARASIEWICZ,Sława Iwona,Kobieta,pedagog,Galwiecie,281803,gm. Gołdap,nie należy do partii politycznej,,1906,"4,20","0,24",Nie
3,Olsztyn,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,1,FRANKOWSKI,Tomasz,Mężczyzna,przedsiębiorca,Grabówka,200209,gm. Supraśl,członek partii politycznej: Platforma Obywatelska RP,,125845,"42,85","15,87",Tak
3,Olsztyn,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,2,PASŁAWSKA,Urszula Stefania,Kobieta,prawnik,Biskupiec,281402,gm. Biskupiec,członek partii politycznej: Polskie Stronnictwo Ludowe,,63274,"21,55","7,98",Nie
3,Olsztyn,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,3,MAŃKUT,Władysław,Mężczyzna,ekonomista,Elbląg,286101,m. Elbląg,członek partii politycznej: Sojusz Lewicy Demokratycznej,,8224,"2,80","1,04",Nie
3,Olsztyn,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,4,WOJCIECHOWSKA,Anna,Kobieta,urzędnik,Ełk,280501,m. Ełk,nie należy do partii politycznej,,13323,"4,54","1,68",Nie
3,Olsztyn,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,5,KAMIŃSKA,Bożena,Kobieta,ekonomista,Suwałki,206301,m. Suwałki,członek partii politycznej: Platforma Obywatelska RP,,16818,"5,73","2,12",Nie
3,Olsztyn,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,6,MICHALSKA,Joanna Klaudia,Kobieta,socjolog,Różnowo,281404,gm. Dywity,członek partii politycznej: Platforma Obywatelska RP,,3355,"1,14","0,42",Nie
3,Olsztyn,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,7,NOWAK,Tadeusz Zenon,Mężczyzna,nauczyciel akademicki,Łomża,206201,m. Łomża,członek partii politycznej: Partia Zieloni,,2466,"0,84","0,31",Nie
3,Olsztyn,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,8,DEN,Jolanta,Kobieta,mgr inż. leśnictwa,Czarna Białostocka,200202,gm. Czarna Białostocka,członek partii politycznej: Platforma Obywatelska RP,,3788,"1,29","0,48",Nie
3,Olsztyn,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,9,BOŁTRYK,Marcin,Mężczyzna,teolog,Hajnówka,200501,m. Hajnówka,członek partii politycznej: Platforma Obywatelska RP,,4415,"1,50","0,56",Nie
3,Olsztyn,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,10,PROTAS,Jacek,Mężczyzna,polityk,Lidzbark Warmiński,280901,m. Lidzbark Warmiński,członek partii politycznej: Platforma Obywatelska RP,,52169,"17,76","6,58",Nie
3,Olsztyn,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,1,KARSKI,Karol Adam,Mężczyzna,prawnik,Białystok,206101,m. Białystok,członek partii politycznej: Prawo i Sprawiedliwość,,184054,"49,08","23,21",Tak
3,Olsztyn,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,2,JURGIEL,Krzysztof,Mężczyzna,geodeta,Białystok,206101,m. Białystok,członek partii politycznej: Prawo i Sprawiedliwość,,104592,"27,89","13,19",Tak
3,Olsztyn,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,3,ARENT,Iwona Ewa,Kobieta,politolog,Olsztyn,286201,m. Olsztyn,członek partii politycznej: Prawo i Sprawiedliwość,,18148,"4,84","2,29",Nie
3,Olsztyn,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,4,KIEROZALSKI,Grzegorz,Mężczyzna,urzędnik,Ostróda,281501,m. Ostróda,członek partii politycznej: Prawo i Sprawiedliwość,,4606,"1,23","0,58",Nie
3,Olsztyn,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,5,KARPOWICZ,Joanna,Kobieta,ekonomista,Karakule,200209,gm. Supraśl,nie należy do partii politycznej,,9550,"2,55","1,20",Nie
3,Olsztyn,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,6,ŻALEK,Justyna Emilia,Kobieta,kulturoznawca,Białystok,206101,m. Białystok,nie należy do partii politycznej,,11935,"3,18","1,51",Nie
3,Olsztyn,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,7,KOSSAKOWSKI,Wojciech,Mężczyzna,prawnik,Ełk,280501,m. Ełk,członek partii politycznej: Prawo i Sprawiedliwość,,8278,"2,21","1,04",Nie
3,Olsztyn,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,8,CYMAŃSKI,Tadeusz,Mężczyzna,ekonomista,Malbork,220901,m. Malbork,członek partii politycznej: Solidarna Polska,,24664,"6,58","3,11",Nie
3,Olsztyn,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,9,ANDRUSZKIEWICZ,Jolanta Wiesława,Kobieta,ekonomista,Bartoszyce,280101,m. Bartoszyce,członek partii politycznej: Prawo i Sprawiedliwość,,6120,"1,63","0,77",Nie
3,Olsztyn,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,10,ŁANCZKOWSKI,Romuald,Mężczyzna,urzędnik,Suwałki,206301,m. Suwałki,członek partii politycznej: Prawo i Sprawiedliwość,,3054,"0,81","0,39",Nie
3,Olsztyn,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,1,GRUCELA,Bartosz,Mężczyzna,specjalista do spraw stosunków międzynarodowych,Olsztyn,286201,m. Olsztyn,członek partii politycznej: Partia Razem,,4241,"36,82","0,53",Nie
3,Olsztyn,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,2,ROSIŃSKA,Katarzyna Ewa,Kobieta,pozostali pracownicy obsługi biurowej,Białystok,206101,m. Białystok,członek partii politycznej: Partia Razem,,2633,"22,86","0,33",Nie
3,Olsztyn,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,3,PROKOPIUK,Seweryn,Mężczyzna,socjolog,Widowo,200303,gm. Bielsk Podlaski,członek partii politycznej: Partia Razem,,1241,"10,78","0,16",Nie
3,Olsztyn,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,4,MATUSZEWSKA-BORUC,Małgorzata Emilia,Kobieta,wychowawca w placówkach oświatowych,Olsztyn,286201,m. Olsztyn,członek partii politycznej: Partia Razem,,583,"5,06","0,07",Nie
3,Olsztyn,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,5,BIRGIEL,Marcin,Mężczyzna,administrator systemów komputerowych,Suwałki,206301,m. Suwałki,członek partii politycznej: Partia Razem,,535,"4,65","0,07",Nie
3,Olsztyn,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,6,BARTKOWSKA,Emilia,Kobieta,animator kultury,Olsztyn,286201,m. Olsztyn,członek partii politycznej: Partia Razem,,628,"5,45","0,08",Nie
